concept_id,concepticon_id,label,pos,semantic_field,definition,status,replacement_id,notes
phy-lightning,1654,lightning,n,The physical world,The flash of light caused by the discharge of atmospheric electrical charge.,active,,
phy-lime,2540,lime,n,The physical world,"A calcium-containing inorganic material in which carbonates, oxides and hydroxides predominate.",active,,
phy-liquid,58,liquid,adj,The physical world,Existing as or having characteristics of a liquid.,active,,
phy-low-tide,1026,low tide,n,The physical world,the tide at the point of maximum ebb.,active,,
phy-mainland,166,mainland,n,The physical world,A large and continuous mass of land representing most of a region or a country but excluding outlying islands.,active,,
phy-marsh,3688,marsh,n,The physical world,"A muddy and poorly drained area of land, usually near a lake or a river.",active,,
phy-match,1133,match,n,The physical world,A stick with inflammable substance on one end that can be set on fire by friction.,active,,
phy-melody,4054,melody,n,The physical world,"A sequence of musical notes arranged in a particular rhythmic and tonal pattern that is perceived as a single, coherent tune.",active,,
phy-melt,2334,melt,v,The physical world,To make a transition from a solid state (as of frozen water) to a liquid state.,active,,
phy-mess,1083,mess,n,The physical world,A state of confusion and disorderliness.,active,,
phy-metal,2244,metal,n,The physical world,"A material (an element, compound, or alloy) that is typically hard, opaque, shiny, and has good electrical and thermal conductivity.",active,,
phy-meteoroid,2288,meteoroid,n,The physical world,"The visible path of a meteoroid as it enters the atmosphere, becoming a meteor.",active,,
phy-milky-way,2289,milky way,n,The physical world,The galaxy that contains our Solar System. Its name milky is derived from its appearance as a dim glowing band arching across the night sky in which the naked eye cannot distinguish individual stars.,active,,
phy-moon,1313,moon,n,The physical world,A natural satellite of a planet.,active,,
phy-moon-or-month,2463,moon or month,n,The physical world,Either the moon as the object or the time period.,active,,
phy-moorland,2962,moorland,n,The physical world,"Moorland or moor is a type of habitat found in upland areas in temperate grasslands, savannas, and shrublands and montane grasslands and shrublands biomes, characterised by low-growing vegetation on acidic soils.",active,,
phy-morning-star,3340,morning star,n,The physical world,A name for Venus when it appears before sunrise.,active,,
phy-mountain,639,mountain,n,The physical world,A feature of the earth's surface that rises high above the base and has generally steep slopes and a relatively small summit area.,active,,
phy-mountain-or-hill,2118,mountain or hill,n,The physical world,A small or big rise in the surface of the earth.,active,,
phy-mountainous,3755,mountainous,adj,The physical world,A landscape with lots of mountains.,active,,
phy-mud,640,mud,n,The physical world,"A mixture of clay and/or silt with water to form a plastic mass with a particle size preponderantly below 0.06 mm diameter. It is deposited in low-energy environments in lakes, estuaries and lagoons. It may also be deposited in deep-sea environments. (Source: WHIT)",active,,
phy-muggy,3757,muggy,adj,The physical world,A type of weather when it is hot and the air is damp.,active,,
phy-mush,400,mush,n,The physical world,Soaked clay or soil; very soft ground.,active,,
phy-new-moon,3691,new moon,n,The physical world,The lunar phase when the moon appears in the sky as a slender crescent shortly after its conjunction with the sun.,active,,
phy-ocean,645,ocean,n,The physical world,"The mass of water occupying all of the Earth's surface not occupied by land, but excluding all lakes and inland seas.",active,,
phy-oil,2556,oil,n,The physical world,Any viscous liquid substance which is hydrophobic and lipophilic.,active,,
phy-orion-s-belt,3343,orion’s belt,n,The physical world,A pattern of three stars in the constellation Orion.,active,,
phy-pattern,2988,pattern,n,The physical world,A pattern is a discernible regularity in the world or in a man-made design.,active,,
phy-pebbles,961,pebbles,n,The physical world,Small stone abraded by water.,active,,
phy-pit,2539,pit,n,The physical world,A naturally formed or excavated hole in the ground.,active,,
phy-plain,652,plain,n,The physical world,"Level or rolling open land, usually at a low elevation.",active,,
phy-planet,4042,planet,n,The physical world,"A large celestial body that orbits a star, is spherical due to gravity, and has cleared its orbit, with eight planets in our solar system: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune.",active,,
phy-plateau,3988,plateau,n,The physical world,A large flat area of land that is high above sea level.,active,,
phy-polar-star,3339,polar star,n,The physical world,"Referring to Polaris or Alpha Ursae Minoris, a star aligned with earth’s axis of rotation and often used for navigation.",active,,
phy-pond,2035,pond,n,The physical world,"A natural body of standing fresh water occupying a small surface depression, usually smaller than a lake and larger than a pool.",active,,
phy-pond-or-lake,3321,pond or lake,n,The physical world,"A body of water of undefined size, e.g. ranging from small ponds to large lakes.",active,,
phy-precipice,618,precipice,n,The physical world,"A very steep decline, typically found in the mountains or on shores.",active,,
phy-puddle,2290,puddle,n,The physical world,"A small accumulation of liquid, usually water, on a surface. It can form either by pooling in a depression on the surface, or by surface tension upon a flat surface. Puddles are usually formed from rain water or from irrigation.",active,,
phy-pure,1147,pure,adj,The physical world,Free from contaminants or extraneous elements.,active,,
phy-rain-precipitation,658,rain,n,The physical world,Precipitation in the form of liquid water drops with diameters greater than 0.5 millimeters.,active,,
phy-rain-raining,1253,rain,v,The physical world,To fall from the clouds in drops of water.,active,,
phy-rainbow,1733,rainbow,n,The physical world,A multicoloured arc in the sky caused by the refraction of light within droplets of rain in the air.,active,,
phy-raining-or-rain,2108,raining or rain,n,The physical world,The process by which water falls from the clouds or the water that falls from the clouds.,active,,
phy-rapids,1670,rapids,n,The physical world,"Fast flowing section of a stream, often shallow and with exposed rock or boulders.",active,,
phy-ravine,1930,ravine,n,The physical world,A deep narrow valley or gorge in the earth's surface worn by running water.,active,,
phy-reef,660,reef,n,The physical world,"A line of rocks in the tidal zone of a coast, submerged at high water but partly uncovered at low water.",active,,
phy-resin,664,resin,n,The physical world,"Any of a class of solid or semisolid organic products of natural or synthetic origin with no definite melting point, generally of high molecular weight.",active,,
phy-ridge,1748,ridge,n,The physical world,"Elevated zone of a mountain range, that frequently coincides with the watershed.",active,,
phy-rise,568,rise,v,The physical world,(Of a heavenly body) To appear to move upwards from behind the horizon of a planet as a result of the planet's rotation.,active,,
phy-river,666,river,n,The physical world,"A stream of water which flows in a channel from high ground to low ground and ultimately to a lake or the sea, except in a desert area where it may dwindle away to nothing.",active,,
phy-riverbank,3463,riverbank,n,The physical world,The margin or shore of a river.,active,,
phy-rock,668,rock,n,The physical world,"Any aggregate of minerals that makes up part of the earth's crust. It may be unconsolidated, such as sand, clay, or mud, or consolidated, such as granite, limestone, or coal.",active,,
phy-rough,259,rough,adj,The physical world,With large waves (of sea).,active,,
phy-rusty,3870,rusty,adj,The physical world,Having been affected by rust.,active,,
phy-sand,671,sand,n,The physical world,"A loose material consisting of small mineral particles, or rock and mineral particles, distinguishable by the naked eye; grains vary from almost spherical to angular, with a diameter range from 1/16 to 2 millimeters.",active,,
phy-sand-hill,3019,sand hill,n,The physical world,Ecological community or xeric wildfire-maintained ecosystem (different from sand dune).,active,,
phy-savanna,260,savanna,n,The physical world,A large open grassland in tropical and subtropical regions.,active,,
phy-scenery,3963,scenery,n,The physical world,"The appearance of a landscape, in particular natural and aesthetically pleasing.",active,,
phy-sea,1474,sea,n,The physical world,A body of salt water that is smaller than an ocean and generally in proximity to a continent.,active,,
phy-sea-or-ocean,2282,sea or ocean,n,The physical world,A large body of salt water which is in proximity to a continent.,active,,
phy-set,160,set,v,The physical world,"[Of a heavenly body, essentially the Sun and the Moon] To disappear below the horizon of a planet or another heavenly body (most often the Earth).",active,,
phy-shade,1388,shade,n,The physical world,"Darkness, where light (particularly sunlight) is blocked.",active,,
phy-shadow,2275,shadow,n,The physical world,"Darkness, where light (particularly sunlight) is blocked.",merged,1388,
phy-shine,2236,shine,n,The physical world,The emission of light on a surface.,active,,
phy-shooting-star,2835,shooting star,n,The physical world,Name for the visible path of a meteoroid.,merged,2288,
phy-shore,113,shore,n,The physical world,"The margin or shore of a river, lake, or ocean.",active,,
phy-shore-of-lake,3464,shore of lake,n,The physical world,The margin or shore of a lake.,active,,
phy-shrink,54,shrink,v,The physical world,"To decrease in size, range, or extent.",active,,
phy-skunk,3888,skunk,n,The physical world,"Mammals of the family Mephitidae, typically found in North and South America. These animals are known for their ability to spray attackers with a strong-smelling liquid.",active,,
phy-sky,1732,sky,n,The physical world,"The part of the earth's atmosphere and space outside it that is visible from earth's surface. During the day it is perceived as blue, and at night as black.",active,,
phy-slime,4121,slime,n,The physical world,"A slippery or viscous substance, often organic or semi-liquid in nature, which exudes from the bodies of certain animals, such as snails or slugs.",active,,
phy-slope,3076,slope,n,The physical world,"A stretch of ground forming a geological incline, e.g. a hillside.",active,,
phy-smoke,778,smoke,n,The physical world,"An aerosol, consisting of visible particles and gases, produced by the incomplete burning of carbon-based materials, such as wood and fossil fuels.",active,,
phy-snow,784,snow,n,The physical world,"The most common form of frozen precipitation, usually flakes or starlike crystals, matted ice needles, or combinations, and often rime-coated.",active,,
phy-snow-or-ice,3322,snow or ice,n,The physical world,"Referring to frozen water irrespective of its exact nature, e.g. falling from the sky or being frozen on the ground.",active,,
phy-snowing,1255,snowing,v,The physical world,To fall from the clouds in the form of ice crystals.,active,,
phy-soil,1015,soil,v,The physical world,To make filthy.,active,,
phy-soot,830,soot,n,The physical world,"Impure black carbon with oily compounds obtained from the incomplete combustion of resinous materials, oils, wood, or coal.",active,,
phy-spark,518,spark,n,The physical world,"A small particle or body of shining or glowing matter, either molten or on fire.",active,,
phy-spot,519,spot,n,The physical world,"A round or irregular patch on the surface of a thing having a different color, texture etc. and generally round in shape.",active,,
phy-spring,849,spring,n,The physical world,A place where ground water flows naturally from a rock or the soil onto the land surface or into a body of surface water.,active,,
phy-spring-or-well,2144,spring or well,n,The physical world,A natural or human-made source of fresh water.,active,,
phy-squeak,3692,squeak,v,The physical world,"To make a short, high-pitched sound.",active,,
phy-star,1430,star,n,The physical world,A luminous celestial body that is made from gases (particularly hydrogen and helium) and forms the shape of a sphere.,active,,
phy-starlight,2836,starlight,n,The physical world,Light emitted by stars.,active,,
phy-steam,1193,steam,n,The physical world,The gas phase of water.,active,,
phy-stick,1295,stick,n,The physical world,"A long, thin piece of wood, mainly left in the shape in which it grew, that does not bend.",active,,
phy-sticking,254,sticking,v,The physical world,To stick or hold together and resist separation.,active,,
phy-stone,857,stone,n,The physical world,"A general term for rock that is used in construction, either crushed for use as aggregate or cut into shaped blocks as dimension stone.",active,,
phy-stone-or-rock,2125,stone or rock,n,The physical world,A naturally occurring solid aggregate of one or more minerals or mineraloids.,active,,
phy-storm,858,storm,n,The physical world,An atmospheric disturbance involving perturbations of the prevailing pressure and wind fields on scales ranging from tornadoes to extratropical cyclones; also the associated weather and the like. (Source: MGH),active,,
phy-storm-clouds,448,storm clouds,n,The physical world,Darkish clouds attending a windstorm.,active,,
phy-strait,1661,strait,n,The physical world,A narrow body of water connecting two larger bodies of water.,active,,
phy-straw,2299,straw,n,The physical world,"The dry stalks of cereal plants, after the grain and chaff have been removed.",active,,
phy-stream,947,stream,n,The physical world,A small river or large creek; a body of moving water confined by banks.,active,,
phy-summit,1614,summit,n,The physical world,The highest point of a mountain.,active,,
phy-sun,1343,sun,n,The physical world,"The particular star at the centre of our solar system, from which the Earth gets light and heat.",active,,
phy-sunny,2340,sunny,adj,The physical world,Full of sunshine (mostly referring to a sunny day).,active,,
phy-sunny-day,2742,sunny day,n,The physical world,A day full of sunshine.,active,,
phy-sunshine,3276,sunshine,n,The physical world,The light emitted by the sun.,active,,
phy-surface,547,surface,n,The physical world,"The overside or up-side of a flat object such as a table, or of a liquid; the outside hull of a tangible object.",active,,
phy-swamp,1145,swamp,n,The physical world,"A permanently waterlogged area in which there is often associated tree growth, e.g. mangroves in hot climates.",active,,
phy-tar,872,tar,n,The physical world,"A viscous material composed of complex, high-molecular-weight, compounds derived from the distillation of petroleum or the destructive distillation of wood or coal.",merged,664,
phy-tarantula,3886,tarantula,n,The physical world,"Any large and hairy spider, typically of the Theraphosidae family, although some other spider species are subsumed under this name as well.",active,,
phy-thunder,1150,thunder,n,The physical world,Sound produced by fast air expansion induced by a lightning.,active,,
phy-thunder-verb,2378,thunder,v,The physical world,The process producing the noise after a lightning.,active,,
phy-tide,891,tide,n,The physical world,"The periodic rise and fall of the water resulting from gravitational interaction between the sun, moon and earth.",active,,
phy-tornado,2532,tornado,n,The physical world,"A violently rotating column of air that is in contact with both the surface of the earth and a cumulonimbus cloud or, in rare cases, the base of a cumulus cloud.",active,,
phy-turbid,537,turbid,n,The physical world,"A fluid which is cloudy or hazy due to large numbers of individual particles that are generally invisible to the naked eye, similar to smoke in air.",active,,
phy-ursa-major,3342,ursa major,n,The physical world,A large group of stars in the shape of a bear visible on the northern hemisphere.,active,,
phy-valley,921,valley,n,The physical world,"Any low-lying land bordered by higher ground; especially an elongate, relatively large, gently sloping depression of the Earth's surface, commonly situated between two mountains or between ranges of hills or mountains, and often containing a stream with an outlet.",active,,
phy-volcano,2291,volcano,n,The physical world,"A rupture on the crust of a planetary-mass object, such as Earth, that allows hot lava, volcanic ash, and gases to escape from a magma chamber below the surface.",active,,
phy-waning-moon,3817,waning moon,n,The physical world,The phase in the lunar cycle between full moon and new moon when the illuminated area decreases.,active,,
phy-warm,2110,warm,adj,The physical world,Having a pleasant temparture (of weather).,active,,
phy-water,948,water,n,The physical world,"Common liquid (H₂O) which forms rain, rivers, the sea, etc., and which makes up a large part of the bodies of organisms.",active,,
phy-waterfall,943,waterfall,n,The physical world,A perpendicular or steep descent of the water of a stream.,active,,
phy-wave,978,wave,n,The physical world,A disturbance in an fluid medium.,active,,
phy-waxing-moon,3816,waxing moon,n,The physical world,The phase in the lunar cycle between new moon and full moon when the illuminated area increases.,active,,
phy-weather,952,weather,n,The physical world,"The day-to-day meteorological conditions, especially temperature, cloudiness, and rainfall, affecting a specific place.",active,,
phy-well,954,well,n,The physical world,"A hole dug into the earth to reach a supply of water, oil, brine or gas.",active,,
phy-whirlpool,1982,whirlpool,n,The physical world,A rapidly rotating body of water.,active,,
phy-whirlwind,3740,whirlwind,n,The physical world,"A rapidly rotating, tall column of air, moving over land or sea and causing damage.",active,,
phy-wind,960,wind,n,The physical world,"The motion of air relative to the earth's surface; usually means horizontal air motion, as distinguished from vertical motion.",active,,
phy-windy,3758,windy,adj,The physical world,When there is a lot of wind.,active,,
phy-wood,1803,wood,n,The physical world,"The substance making up the central part of the trunk and branches of a tree. Used as a material for construction, to manufacture various items, etc. or as fuel.",active,,
phy-world,965,world,n,The physical world,The Earth with all its inhabitants and all things upon it.,active,,
pss-affair,2214,affair,n,Possession,That which is considered to exist as a separate quality or concept.,active,,
pss-afford,3893,afford,v,Possession,To have enough money to get something.,active,,
pss-barter,370,barter,v,Possession,To exchange goods without involving money.,active,,
pss-beggar,1934,beggar,n,Possession,A person who begs.,active,,
pss-bill,1081,bill,n,Possession,"Sum owed in a restaurant, or the relative bill.",active,,
pss-borrow,1823,borrow,v,Possession,"To receive (something) from somebody temporarily, expecting to return it.",active,,
pss-buy,1869,buy,v,Possession,To obtain in exchange for money or goods.,active,,
pss-cheap,1887,cheap,adj,Possession,Low in price.,active,,
pss-coin,1867,coin,n,Possession,"A piece of currency, usually metallic and in the shape of a disc, but sometimes polygonal, or with a hole in the middle.",active,,
pss-contain,697,contain,v,Possession,To contain or hold; have within.,active,,
pss-cost,242,cost,v,Possession,To be priced at.,active,,
pss-cowrie-shell,3663,cowrie shell,n,Possession,"The shiny shell of marine gastropod mollusks from the family Cypraeidae, which have been used as currency or jewelry in some parts of the world.",active,,
pss-damage,1116,damage,v,Possession,To put a thing in bad condition by causing damage to it.,active,,
pss-damage-or-injure,3195,damage or injure,v,Possession,To put a thing in bad condition by causing damage to it or to cause physical harm to a living creature.,active,,
pss-debt,1914,debt,n,Possession,Something owed to someone else.,active,,
pss-destroy,681,destroy,v,Possession,To damage beyond use or repair.,active,,
pss-earn,733,earn,v,Possession,"To gain (success, payment) through applied effort or work.",active,,
pss-expensive,1426,expensive,adj,Possession,"Having a high price, cost.",active,,
pss-find,719,find,v,Possession,To encounter something by accident or after searching for it.,active,,
pss-free,2316,free,adj,Possession,Able to act at will; not hampered; not under compulsion or restraint.,active,,
pss-get,694,get,v,Possession,To get or obtain an item; to come into the possession of something.,active,,
pss-give,1447,give,v,Possession,To transfer the possession or holding (of an object) to another person.,active,,
pss-give-back,85,give back,v,Possession,"To transfer a good to the person or people it came from, or to their legal successors.",active,,
pss-grasp,2021,grasp,v,Possession,Get the meaning of something.,active,,
pss-have,773,have,v,Possession,To be in possession (of an object).,active,,
pss-her,2474,her,x,Possession,Belonging to the female third person.,active,,
pss-hire,856,hire,v,Possession,"To employ a person or people in exchange of some kind of remuneration, usually a payment.",active,,
pss-his,2473,his,x,Possession,Belonging to the male third person.,active,,
pss-his-or-her,2092,his or her,x,Possession,Belonging to the third person that is addressed.,active,,
pss-hold,1448,hold,v,Possession,To grasp or grip (particularly with the hand) so that the object does not end up at the surface below.,active,,
pss-inherit,3664,inherit,v,Possession,"To receive money, property or other possessions from somebody when they die.",active,,
pss-interest,2062,interest,n,Possession,A sum paid or charged for the use of money or for borrowing money over a given time period.,active,,
pss-keep,1477,keep,v,Possession,To retain possession of something.,active,,
pss-lend,582,lend,v,Possession,"To put an item or resource at the disposal of another, with the requirement to have the same or its equivalent returned eventually.",active,,
pss-let-go-or-set-free,1095,let go or set free,v,Possession,To give freedom; to stop holding; to release from confinement or restraint.,active,,
pss-look-for,1468,look for,v,Possession,To try to find something.,active,,
pss-lose,1660,lose,v,Possession,"To be beaten or to fail to win in a fight, game, or similar, or to place something in a place where one cannot find it again or in a wrong place; to lose something.",active,,
pss-market,633,market,n,Possession,Place of commercial activity in which articles are bought and sold.,active,,
pss-matter,2150,matter,n,Possession,That which is considered to exist as a separate physical entity.,active,,
pss-merchandise,3406,merchandise,n,Possession,Products offered to retail customers for money.,active,,
pss-merchant,1082,merchant,n,Possession,A businessperson engaged in trade.,active,,
pss-money,1559,money,n,Possession,An unspecified amount in a currency.,active,,
pss-my,2090,my,x,Possession,Belonging to me.,active,,
pss-owe,369,owe,v,Possession,To be under an obligation to give something back to someone or to perform some action for someone; to have debt.,active,,
pss-own,684,own,v,Possession,"To have rightful possession of property, goods or capital.",active,,
pss-owner,1036,owner,n,Possession,One who owns.,active,,
pss-pay,718,pay,v,Possession,To give money in exchange for goods or services.,active,,
pss-poor,1674,poor,adj,Possession,With little or no possessions or money.,active,,
pss-possessions,3860,possessions,n,Possession,The totality of things that someone owns; their property or belongings.,active,,
pss-preserve,1997,preserve,v,Possession,To protect; to keep; to maintain the condition of.,active,,
pss-price,657,price,n,Possession,The amount of money paid per unit for a good or service.,active,,
pss-rare,209,rare,adj,Possession,Not easily found.,active,,
pss-rescue,2008,rescue,v,Possession,To free from harm or evil.,active,,
pss-reward,4120,reward,n,Possession,"Something given in recognition of effort, achievement, or service.",active,,
pss-rich,712,rich,adj,Possession,Possessing in abundance a particular trait.,active,,
pss-seize,855,seize,v,Possession,To grasp and hold firmly.,active,,
pss-sell,1571,sell,v,Possession,To provide goods or services in exchange for money.,active,,
pss-share,884,share,v,Possession,To give part of what one has to somebody else to use or consume.,active,,
pss-shop,746,shop,n,Possession,"A place, especially a small building, for the retail sale of goods and services.",active,,
pss-stingy,1774,stingy,adj,Possession,Excessively unwilling to spend.,active,,
pss-store,752,store,n,Possession,"An establishment, either physical or virtual, that sells goods or services to the public.",active,,
pss-store-up,3655,store up,v,Possession,To put something somewhere and keep it there for future use.,active,,
pss-take,1749,take,v,Possession,To grasp with the hands.,active,,
pss-tax,873,tax,n,Possession,"An amount of money demanded by a government for its support or for specific facilities or services, most frequently levied upon income, property or sales.",active,,
pss-their,2400,their,x,Possession,Belonging to the third person that is addressed (of many people).,active,,
pss-thing,738,thing,n,Possession,"That which is considered to exist as a separate entity, quality or concept.",active,,
pss-throw-away,3696,throw away,v,Possession,To get rid of something one no longer needs.,active,,
pss-trade,898,trade,v,Possession,"The act or the business of buying and selling for money. Mercantile or commercial business in general or the buying and selling, or exchanging, of commodities, either by wholesale or retail within a country or between countries. (Source: WESTS)",active,,
pss-trade-or-barter,2135,trade or barter,v,Possession,To exchange goods with or without exchanging money.,active,,
pss-wages,1122,wages,n,Possession,"A fixed amount of money paid to a worker, usually measured on a monthly or annual basis.",active,,
pss-warehouse,3399,warehouse,n,Possession,A spacious building that serves as a storage for produced goods before they are delivered to shops or customers.,active,,
pss-weigh,1098,weigh,v,Possession,To determine the weight of an object.,active,,
pss-your,2091,your,x,Possession,Belonging to the second person that is addressed by the first person.,merged,732,
pss-your-plural,2274,your,x,Possession,"Belonging to the second person that is addressed by the first person, with the second person being many persons and not just one.",active,,
pss-your-singular,732,your,x,Possession,Belonging to the second person that is addressed by the first person.,active,,
qua-abundance,4082,abundance,n,Quantity,"A very large quantity or plentiful supply of something, often more than is needed.",active,,
qua-affair,2737,affair,clf,Quantity,Classifier for things or circumstances.,active,,
qua-all,98,all,x,Quantity,The totality of.,active,,
qua-all-or-many,2650,all or many,x,Quantity,Either a totality or a large number of people or objects.,active,,
qua-alone,1964,alone,adj,Quantity,Without any others being included or involved.,active,,
qua-amount,2987,amount,n,Quantity,Quantity is a property that can exist as a magnitude or multitude.,active,,
qua-animal,3056,animal,clf,Quantity,Classifier for animals.,active,,
qua-axe,2083,axe,clf,Quantity,Classifier for axe-like objects.,active,,
qua-beat,2740,beat,clf,Quantity,"Classifier for beats, meals, things that can be measured in periods of time.",active,,
qua-billion,3599,billion,num,Quantity,The natural number one billion (1000000000).,active,,
qua-bit,2741,bit,clf,Quantity,Classifier for classifier for small units of time.,active,,
qua-bottle,2727,bottle,clf,Quantity,Classifier for things that can be carried in bottles.,active,,
qua-bowl,2080,bowl,clf,Quantity,Classifier for bowl-like objects.,active,,
qua-bridge,2733,bridge,clf,Quantity,Classifier for bridges and similar buildings.,active,,
qua-bud,2723,bud,clf,Quantity,Classifier for flowers.,active,,
qua-car,2735,car,clf,Quantity,Classifier for vehicles.,active,,
qua-chain,2724,chain,clf,Quantity,Classifier for objects that can be put or are arranged on a chain.,active,,
qua-chicken,2081,chicken,clf,Quantity,Classifier for bird-like animals.,active,,
qua-clothing,2088,clothing,clf,Quantity,Classifier for things that one wears.,active,,
qua-count,1420,count,v,Quantity,To determine the amount of something or to enumerate the digits of one's numeral system.,active,,
qua-count-quantity,2945,count,n,Quantity,The total number of individual things in a given unit or sample obtained by counting all or a subsample of them.,active,,
qua-cow,2168,cow,clf,Quantity,Classifier for cows and animals as large as cows.,active,,
qua-crowd,2023,crowd,n,Quantity,A large group of people.,active,,
qua-deal,2738,deal,clf,Quantity,Classifier for bargains or business deals.,active,,
qua-door,2734,door,clf,Quantity,Classifier for doors and gates.,active,,
qua-drop,2087,drop,clf,Quantity,"Classifier for small units of liquid, like water.",active,,
qua-egg,3417,egg,clf,Quantity,Classifier for eggs.,active,,
qua-eight,1705,eight,num,Quantity,The natural number eight (8).,active,,
qua-eight-hundred,3519,eight hundred,num,Quantity,The natural number eight hundred (800).,active,,
qua-eighteen,1713,eighteen,num,Quantity,The natural number eighteen (18).,active,,
qua-eighty,1722,eighty,num,Quantity,The natural number eighty (80).,active,,
qua-eleven,1706,eleven,num,Quantity,The natural number eleven (11).,active,,
qua-empty,1624,empty,adj,Quantity,Without content.,active,,
qua-enough,1881,enough,x,Quantity,"All that is required, needed, or appropriate.",active,,
qua-few,1242,few,x,Quantity,"More than one, but not as many as usual or as expected.",active,,
qua-fifteen,1709,fifteen,num,Quantity,The natural number fifteen (15).,active,,
qua-fifty,1717,fifty,num,Quantity,The natural number fifty (50).,active,,
qua-fill,2006,fill,v,Quantity,To make full.,active,,
qua-first,728,first,x,Quantity,Having no predecessor. The ordinal number corresponding to one.,active,,
qua-fish,2720,fish,clf,Quantity,Classifier for fishes.,active,,
qua-five,493,five,num,Quantity,The natural number five (5).,active,,
qua-five-hundred,3516,five hundred,num,Quantity,The natural number five hundred (500).,active,,
qua-five-thousand,3527,five thousand,num,Quantity,The natural number five thousand (5000).,active,,
qua-forty,1716,forty,num,Quantity,The natural number forty (40).,active,,
qua-four,1500,four,num,Quantity,The natural number four (4).,active,,
qua-four-hundred,3515,four hundred,num,Quantity,The natural number four hundred (400).,active,,
qua-four-thousand,3526,four thousand,num,Quantity,The natural number four thousand (4000).,active,,
qua-fourteen,2451,fourteen,num,Quantity,The natural number fourteen (14).,active,,
qua-fruit,3246,fruit,clf,Quantity,The measure word used for typical fruits.,active,,
qua-full,1429,full,adj,Quantity,Containing the most or maximum amount possible in the given available space.,active,,
qua-grain,2086,grain,clf,Quantity,"Classifier for tiny objects, like rice.",active,,
qua-half,816,half,n,Quantity,One of the two equal parts of a whole.,active,,
qua-hat,2730,hat,clf,Quantity,Classifier for hat or hat-like objects.,active,,
qua-house,2732,house,clf,Quantity,Classifier for house or building.,active,,
qua-hundred,1634,hundred,num,Quantity,The natural number one hundred (100).,active,,
qua-knife,2082,knife,clf,Quantity,Classifier for knife-like objects.,active,,
qua-last,1529,last,x,Quantity,After all the others.,active,,
qua-level,3469,level,n,Quantity,The amount or degree of something; the height of the surface of something liquid with respect to its bottom.,active,,
qua-many,1198,many,x,Quantity,An indefinite large number of.,active,,
qua-more,1992,more,x,Quantity,[Used in forming the comparative form of many adjectives and almost all comparable adverbs.],active,,
qua-mouthful,2728,mouthful,clf,Quantity,Classifier for things that can be eaten or drunk.,active,,
qua-multitude,538,multitude,n,Quantity,A large number of something.,active,,
qua-needle,2731,needle,clf,Quantity,Classifier for needle or similar objects.,active,,
qua-nine,1483,nine,num,Quantity,The natural number nine (9).,active,,
qua-nine-hundred,3520,nine hundred,num,Quantity,The natural number nine hundred (900).,active,,
qua-nine-thousand,3530,nine thousand,num,Quantity,The natural number nine thousand (9000).,active,,
qua-nineteen,1714,nineteen,num,Quantity,The natural number nineteen (19).,active,,
qua-ninety,1724,ninety,num,Quantity,The natural number ninety (90).,active,,
qua-nobody,3887,nobody,x,Quantity,No person; not one member out of a group of people.,active,,
qua-one,1493,one,num,Quantity,The natural number one (1).,active,,
qua-one-hundred-and-twenty-three,3164,one hundred and twenty three,num,Quantity,The natural number one hundred and twenty-three (123).,active,,
qua-one-hundred-million,3598,one hundred million,num,Quantity,The natural number one hundred million (100000000).,active,,
qua-one-hundred-thousand,3532,one hundred thousand,num,Quantity,The natural number one hundred thousand (100000).,active,,
qua-one-third,3842,one third,n,Quantity,One of three equal parts of a whole.,active,,
qua-only,1580,only,x,Quantity,Nothing more than.,active,,
qua-pair,1888,pair,n,Quantity,Two similar or identical things taken together.,active,,
qua-pair-classifier,2089,pair,clf,Quantity,Classifier for objects that occur in pairs.,active,,
qua-part,779,part,n,Quantity,A seperate unit of a larger whole.,active,,
qua-person,516,person,clf,Quantity,Classifier for human beings.,active,,
qua-piece,594,piece,n,Quantity,"One object of a set, undivided part of something broken.",active,,
qua-pig,2169,pig,clf,Quantity,Classifier for pigs and other livestock as large as pigs.,active,,
qua-pillow,2166,pillow,clf,Quantity,Classifier for pillows and other objects related to the bed.,active,,
qua-portion,2725,portion,clf,Quantity,Classifier for a certain amount of something.,active,,
qua-river,3418,river,clf,Quantity,Classifier for rivers.,active,,
qua-rope,2084,rope,clf,Quantity,Classifier for rope-like objects.,active,,
qua-scales,2783,scales,n,Quantity,Instrument to measure the weight of objects.,active,,
qua-scanty,542,scanty,adj,Quantity,Somewhat less than is needed in amplitude or extent.,active,,
qua-second,1384,second,x,Quantity,That which comes after the first.,active,,
qua-sentence,3421,sentence,clf,Quantity,Classifier for sentences.,active,,
qua-seven,1704,seven,num,Quantity,The natural number seven (7).,active,,
qua-seven-hundred,3518,seven hundred,num,Quantity,The natural number seven hundred (700).,active,,
qua-seven-thousand,3528,seven thousand,num,Quantity,The natural number seven thousand (7000).,active,,
qua-seventeen,2453,seventeen,num,Quantity,The natural number seventeen (17).,active,,
qua-seventy,1721,seventy,num,Quantity,The natural number seventy (70).,active,,
qua-sheet,2729,sheet,clf,Quantity,Classifier for sheets or blankets.,active,,
qua-ship,2736,ship,clf,Quantity,Classifier for ships.,active,,
qua-six,1703,six,num,Quantity,The natural number six (6).,active,,
qua-six-hundred,3517,six hundred,num,Quantity,The natural number six hundred (600).,active,,
